caller;start;end;duration;recipient;origin;destination;ratepermin;costs;origincontinent;destinationcontinent;callergender;recipientgender
Adrian;03.10.2014 20:28:04;03.10.2014 21:18:04;50;Diana;Colorado;Falkland Islands;0.45;22.50;United States;South America;Male;Female
Zoe;03.10.2014 20:28:37;03.10.2014 20:34:37;6;Diana;North Dakota;Falkland Islands;0.45;2.70;United States;South America;Male;Female
Adrian;03.10.2014 20:28:37;03.10.2014 20:34:37;6;Diana;Colorado;Falkland Islands;0.45;2.70;United States;South America;Male;Female
Jana;03.10.2014 20:34:07;03.10.2014 20:42:07;8;Diana;Kansas;Falkland Islands;0.45;3.60;United States;South America;Female;Female
Sofia;03.10.2014 20:35:26;03.10.2014 20:57:26;22;Jolie;Massachusetts;Bahamas;0.23;5.06;United States;North America;Female;Female
Elias;03.10.2014 20:35:26;03.10.2014 20:57:26;22;Diana;New Jersey;Falkland Islands;0.45;9.90;United States;South America;Male;Female
Maximilian;03.10.2014 20:35:26;03.10.2014 20:57:26;22;Diana;Rhode Island;Falkland Islands;0.45;9.90;United States;South America;Male;Female
Zoe;03.10.2014 20:50:50;03.10.2014 20:55:50;5;Diana;North Dakota;Falkland Islands;0.45;2.25;United States;South America;Male;Female
Adrian;03.10.2014 20:50:50;03.10.2014 20:55:50;5;Diana;Colorado;Falkland Islands;0.45;2.25;United States;South America;Male;Female
Zoe;03.10.2014 20:53:19;03.10.2014 21:24:19;31;Diana;North Dakota;Falkland Islands;0.45;13.95;United States;South America;Male;Female
Adrian;03.10.2014 20:53:19;03.10.2014 21:24:19;31;Diana;Colorado;Falkland Islands;0.45;13.95;United States;South America;Male;Female
Zoe;03.10.2014 20:59:35;03.10.2014 21:24:35;25;Diana;North Dakota;Falkland Islands;0.45;11.25;United States;South America;Male;Female
Adrian;03.10.2014 20:59:35;03.10.2014 21:07:35;8;Diana;Colorado;Falkland Islands;0.45;3.60;United States;South America;Male;Female
Zoe;03.10.2014 21:01:07;03.10.2014 21:04:07;3;Diana;North Dakota;Falkland Islands;0.45;1.35;United States;South America;Male;Female
Adrian;03.10.2014 21:01:07;03.10.2014 21:04:07;3;Diana;Colorado;Falkland Islands;0.45;1.35;United States;South America;Male;Female
Zoe;03.10.2014 21:01:22;03.10.2014 21:16:22;15;Diana;North Dakota;Falkland Islands;0.45;6.75;United States;South America;Male;Female
Adrian;03.10.2014 21:01:22;03.10.2014 21:16:22;15;Diana;Colorado;Falkland Islands;0.45;6.75;United States;South America;Male;Female
Zoe;03.10.2014 21:01:53;03.10.2014 22:16:53;75;Diana;North Dakota;Falkland Islands;0.45;33.75;United States;South America;Male;Female
Adrian;03.10.2014 21:01:53;03.10.2014 22:11:53;70;Diana;Colorado;Falkland Islands;0.45;31.50;United States;South America;Male;Female
Fabian;03.10.2014 21:06:13;03.10.2014 21:52:13;46;Soraya;Washington;Algeria;0.48;22.08;United States;Africa;Male;Female
Zoe;03.10.2014 21:07:24;03.10.2014 21:21:24;14;Diana;North Dakota;Falkland Islands;0.45;6.30;United States;South America;Male;Female
Adrian;03.10.2014 21:07:24;03.10.2014 21:21:24;14;Diana;Colorado;Falkland Islands;0.45;6.30;United States;South America;Male;Female
Zoe;03.10.2014 21:08:32;03.10.2014 21:27:32;19;Diana;North Dakota;Falkland Islands;0.45;8.55;United States;South America;Male;Female
Adrian;03.10.2014 21:08:32;03.10.2014 21:27:32;19;Diana;Colorado;Falkland Islands;0.45;8.55;United States;South America;Male;Female
Zoe;03.10.2014 21:09:00;03.10.2014 21:50:00;41;Diana;North Dakota;Falkland Islands;0.45;18.45;United States;South America;Male;Female
Adrian;03.10.2014 21:09:00;03.10.2014 21:46:00;37;Diana;Colorado;Falkland Islands;0.45;16.65;United States;South America;Male;Female
Zoe;03.10.2014 21:09:38;03.10.2014 22:24:38;75;Diana;North Dakota;Falkland Islands;0.45;33.75;United States;South America;Male;Female
Adrian;03.10.2014 21:09:38;03.10.2014 21:40:38;31;Diana;Colorado;Falkland Islands;0.45;13.95;United States;South America;Male;Female
Zoe;03.10.2014 21:11:00;03.10.2014 21:55:00;44;Diana;North Dakota;Falkland Islands;0.45;19.80;United States;South America;Male;Female
Adrian;03.10.2014 21:11:00;03.10.2014 21:33:00;22;Diana;Colorado;Falkland Islands;0.45;9.90;United States;South America;Male;Female
Max;03.10.2014 21:13:12;03.10.2014 22:30:12;77;Diana;Ohio;Falkland Islands;0.45;34.65;United States;South America;Male;Female
Mathilda;03.10.2014 21:14:13;03.10.2014 23:04:13;110;Diana;Oregon;Falkland Islands;0.45;49.50;United States;South America;Female;Female
Mathilda;03.10.2014 21:14:13;03.10.2014 21:19:13;5;Diana;Oregon;Falkland Islands;0.45;2.25;United States;South America;Female;Female
Frieda;03.10.2014 21:20:12;03.10.2014 22:11:12;51;Jean;Vermont;Belgium;0.08;4.08;United States;Europe;Female;Male
Zoe;03.10.2014 21:29:10;03.10.2014 21:30:10;1;Diana;North Dakota;Falkland Islands;0.45;0.45;United States;South America;Male;Female
Adrian;03.10.2014 21:29:10;03.10.2014 21:30:10;1;Diana;Colorado;Falkland Islands;0.45;0.45;United States;South America;Male;Female
Zoe;03.10.2014 21:35:35;03.10.2014 22:13:35;38;Lale;North Dakota;French Guiana;0.65;24.70;United States;South America;Male;Female
Adrian;03.10.2014 21:35:35;03.10.2014 22:13:35;38;Lale;Colorado;French Guiana;0.65;24.70;United States;South America;Male;Female
Emely;03.10.2014 21:35:58;03.10.2014 22:14:58;39;Abigail;Arkansas;Guatemala;0.25;9.75;United States;North America;Female;Female
Sophie;03.10.2014 21:39:00;03.10.2014 22:05:00;26;Diana;New Mexico;Falkland Islands;0.45;11.70;United States;South America;Female;Female
Zoe;03.10.2014 21:49:47;03.10.2014 22:02:47;13;Diana;North Dakota;Falkland Islands;0.45;5.85;United States;South America;Male;Female
Adrian;03.10.2014 21:49:47;03.10.2014 21:55:47;6;Diana;Colorado;Falkland Islands;0.45;2.70;United States;South America;Male;Female
Anton;03.10.2014 22:16:16;03.10.2014 22:18:16;2;Diana;Arkansas;Falkland Islands;0.45;0.90;United States;South America;Male;Female
Anton;03.10.2014 22:31:53;03.10.2014 23:05:53;34;Diana;Arkansas;Falkland Islands;0.45;15.30;United States;South America;Male;Female
Ben;03.10.2014 22:35:45;03.10.2014 23:12:45;37;Diana;South Dakota;Falkland Islands;0.45;16.65;United States;South America;Male;Female
Laura;03.10.2014 22:35:53;03.10.2014 22:44:53;9;Lisa;Wyoming;Eritrea;0.88;7.92;United States;Africa;Female;Female
Leni;03.10.2014 22:38:08;03.10.2014 23:31:08;53;Diana;Missouri;Falkland Islands;0.45;23.85;United States;South America;Male;Female
Leni;03.10.2014 22:38:15;04.10.2014 00:05:15;87;Medina;Missouri;Hong Kong;0.09;7.83;United States;Asia;Male;Female
Frieda;03.10.2014 22:40:07;03.10.2014 22:44:07;4;Jean;Vermont;Belgium;0.08;0.32;United States;Europe;Female;Male
Frieda;03.10.2014 22:40:41;03.10.2014 23:15:41;35;Damien;Vermont;Comoro Islands;2.25;78.75;United States;Africa;Female;Male
Charlotte;03.10.2014 22:46:05;04.10.2014 00:42:05;116;Diana;Alaska;Falkland Islands;0.45;52.20;United States;South America;Female;Female
Noah;03.10.2014 22:46:05;03.10.2014 23:47:05;61;Diana;Nevada;Falkland Islands;0.45;27.45;United States;South America;Male;Female
Frieda;03.10.2014 22:53:29;04.10.2014 00:29:29;96;Joscha;Vermont;Poland;0.15;14.40;United States;Europe;Female;Male
Frieda;03.10.2014 22:54:16;03.10.2014 23:55:16;61;Joscha;Vermont;Poland;0.15;9.15;United States;Europe;Female;Male
Paul;03.10.2014 22:54:19;04.10.2014 00:08:19;74;Frauke;Montana;French Antilles;0.62;45.88;United States;South America;Male;Female
Nele;03.10.2014 22:57:14;03.10.2014 23:23:14;26;Annika;Indiana;Libya;0.95;24.70;United States;Africa;Female;Female
Nele;03.10.2014 22:57:14;04.10.2014 00:52:14;115;Annika;Indiana;Libya;0.95;109.25;United States;Africa;Female;Female
Frieda;03.10.2014 22:59:43;04.10.2014 00:00:43;61;Diana;Vermont;Falkland Islands;0.45;27.45;United States;South America;Female;Female
Charlotte;03.10.2014 23:00:47;04.10.2014 00:35:47;95;Diana;Alaska;Falkland Islands;0.45;42.75;United States;South America;Female;Female
Noah;03.10.2014 23:00:47;04.10.2014 00:35:47;95;Diana;Nevada;Falkland Islands;0.45;42.75;United States;South America;Male;Female
Ida;03.10.2014 23:06:04;04.10.2014 01:03:04;117;Sidney;Maine;Mayotte Island;1.00;117.00;United States;Africa;Female;Male
Ida;03.10.2014 23:06:04;04.10.2014 01:03:04;117;Sidney;Maine;Mayotte Island;1.00;117.00;United States;Africa;Female;Male
Julia;03.10.2014 23:09:25;04.10.2014 00:48:25;99;Henriette;South Dakota;Zimbabwe;0.48;47.52;United States;Africa;Female;Female
Julia;03.10.2014 23:11:55;03.10.2014 23:41:55;30;Diana;South Dakota;Falkland Islands;0.45;13.50;United States;South America;Female;Female
Jana;03.10.2014 23:15:31;04.10.2014 00:11:31;56;Diana;Kansas;Falkland Islands;0.45;25.20;United States;South America;Female;Female
Jana;03.10.2014 23:21:26;03.10.2014 23:27:26;6;Diana;Kansas;Falkland Islands;0.45;2.70;United States;South America;Female;Female
Emely;03.10.2014 23:22:21;03.10.2014 23:28:21;6;Diana;Arkansas;Falkland Islands;0.45;2.70;United States;South America;Female;Female
Ben;03.10.2014 23:22:37;04.10.2014 00:11:37;49;Diana;South Dakota;Falkland Islands;0.45;22.05;United States;South America;Male;Female
Ben;03.10.2014 23:24:16;04.10.2014 00:23:16;59;Anni;South Dakota;Cayman Islands;0.24;14.16;United States;Oceania;Male;Female
Leni;03.10.2014 23:25:41;04.10.2014 00:30:41;65;Medina;Missouri;Hong Kong;0.09;5.85;United States;Asia;Male;Female
Nele;03.10.2014 23:26:31;03.10.2014 23:51:31;25;Annika;Indiana;Libya;0.95;23.75;United States;Africa;Female;Female
Nele;03.10.2014 23:26:31;03.10.2014 23:48:31;22;Annika;Indiana;Libya;0.95;20.90;United States;Africa;Female;Female
Sofia;03.10.2014 23:28:04;04.10.2014 00:00:04;32;Jolie;Massachusetts;Bahamas;0.23;7.36;United States;North America;Female;Female
Elias;03.10.2014 23:28:04;04.10.2014 00:00:04;32;Jolie;New Jersey;Bahamas;0.23;7.36;United States;North America;Male;Female
Maximilian;03.10.2014 23:28:04;04.10.2014 00:00:04;32;Jolie;Rhode Island;Bahamas;0.23;7.36;United States;North America;Male;Female
Anna;03.10.2014 23:29:25;04.10.2014 00:07:25;38;Diana;Massachusetts;Falkland Islands;0.45;17.10;United States;South America;Female;Female
Anna;03.10.2014 23:30:16;04.10.2014 00:46:16;76;Diana;Massachusetts;Falkland Islands;0.45;34.20;United States;South America;Female;Female
Zoe;03.10.2014 23:33:44;04.10.2014 00:02:44;29;Diana;North Dakota;Falkland Islands;0.45;13.05;United States;South America;Male;Female
Adrian;03.10.2014 23:33:44;04.10.2014 00:02:44;29;Diana;Colorado;Falkland Islands;0.45;13.05;United States;South America;Male;Female
Emely;03.10.2014 23:34:52;03.10.2014 23:54:52;20;Diana;Arkansas;Falkland Islands;0.45;9.00;United States;South America;Female;Female
Hannes;03.10.2014 23:39:49;03.10.2014 23:42:49;3;Larissa;Kentucky;Albania;1.04;3.12;United States;Europe;Male;Female
Lisa;03.10.2014 23:39:49;03.10.2014 23:42:49;3;Larissa;Kansas;Albania;1.04;3.12;United States;Europe;Female;Female
Emely;03.10.2014 23:41:09;04.10.2014 01:00:09;79;Diana;Arkansas;Falkland Islands;0.45;35.55;United States;South America;Female;Female
Charlotte;03.10.2014 23:48:09;04.10.2014 01:27:09;99;Patrick;Alaska;Colombia;0.19;18.81;United States;South America;Female;Male
Noah;03.10.2014 23:48:09;04.10.2014 00:36:09;48;Patrick;Nevada;Colombia;0.19;9.12;United States;South America;Male;Male
Sofia;03.10.2014 23:48:42;03.10.2014 23:50:42;2;Jolie;Massachusetts;Bahamas;0.23;0.46;United States;North America;Female;Female
Elias;03.10.2014 23:48:42;03.10.2014 23:50:42;2;Diana;New Jersey;Falkland Islands;0.45;0.90;United States;South America;Male;Female
Maximilian;03.10.2014 23:48:42;03.10.2014 23:50:42;2;Diana;Rhode Island;Falkland Islands;0.45;0.90;United States;South America;Male;Female
Sofia;03.10.2014 23:48:57;04.10.2014 00:13:57;25;Jolie;Massachusetts;Bahamas;0.23;5.75;United States;North America;Female;Female
Elias;03.10.2014 23:48:57;04.10.2014 00:13:57;25;Diana;New Jersey;Falkland Islands;0.45;11.25;United States;South America;Male;Female
Maximilian;03.10.2014 23:48:57;04.10.2014 00:13:57;25;Diana;Rhode Island;Falkland Islands;0.45;11.25;United States;South America;Male;Female
Frieda;03.10.2014 23:56:21;04.10.2014 00:03:21;7;Sascha;Vermont;Georgia;0.77;5.39;United States;Europe;Female;Male
Clara;03.10.2014 23:56:34;04.10.2014 00:42:34;46;Jordan;Maryland;Bosnia;0.34;15.64;United States;Europe;Female;Male
Jonathan;03.10.2014 23:56:34;04.10.2014 00:42:34;46;Diana;West Virginia;Falkland Islands;0.45;20.70;United States;South America;Male;Female
Zoe;04.10.2014 00:02:49;04.10.2014 00:19:49;17;Diana;North Dakota;Falkland Islands;0.45;7.65;United States;South America;Male;Female
Adrian;04.10.2014 00:02:49;04.10.2014 00:19:49;17;Diana;Colorado;Falkland Islands;0.45;7.65;United States;South America;Male;Female
Anna;04.10.2014 00:03:52;04.10.2014 01:06:52;63;Diana;Massachusetts;Falkland Islands;0.45;28.35;United States;South America;Female;Female
Charlotte;04.10.2014 00:08:46;04.10.2014 00:58:46;50;Diana;Alaska;Falkland Islands;0.45;22.50;United States;South America;Female;Female
Noah;04.10.2014 00:08:46;04.10.2014 00:23:46;15;Diana;Nevada;Falkland Islands;0.45;6.75;United States;South America;Male;Female
Sofia;04.10.2014 00:11:58;04.10.2014 01:02:58;51;Jolie;Massachusetts;Bahamas;0.23;11.73;United States;North America;Female;Female
Elias;04.10.2014 00:11:58;04.10.2014 00:19:58;8;Diana;New Jersey;Falkland Islands;0.45;3.60;United States;South America;Male;Female
Maximilian;04.10.2014 00:11:58;04.10.2014 00:13:58;2;Diana;Rhode Island;Falkland Islands;0.45;0.90;United States;South America;Male;Female
Jan;04.10.2014 00:12:22;04.10.2014 00:20:22;8;Jasmin;Indiana;Mauritius;1.22;9.76;United States;Africa;Male;Female
Jan;04.10.2014 00:12:58;04.10.2014 01:19:58;67;Jasmin;Indiana;Mauritius;1.22;81.74;United States;Africa;Male;Female
Hannes;04.10.2014 00:14:11;04.10.2014 01:14:11;60;Diana;Kentucky;Falkland Islands;0.45;27.00;United States;South America;Male;Female
Hannes;04.10.2014 00:14:11;04.10.2014 01:14:11;60;Bilal;Kentucky;Finland;0.09;5.40;United States;Europe;Male;Male
Hannes;04.10.2014 00:14:11;04.10.2014 01:14:11;60;Larissa;Kentucky;Albania;1.04;62.40;United States;Europe;Male;Female
Lisa;04.10.2014 00:14:11;04.10.2014 01:14:11;60;Diana;Kansas;Falkland Islands;0.45;27.00;United States;South America;Female;Female
Lisa;04.10.2014 00:14:11;04.10.2014 01:14:11;60;Bilal;Kansas;Finland;0.09;5.40;United States;Europe;Female;Male
Lisa;04.10.2014 00:14:11;04.10.2014 01:14:11;60;Larissa;Kansas;Albania;1.04;62.40;United States;Europe;Female;Female
Hannes;04.10.2014 00:14:46;04.10.2014 00:39:46;25;Larissa;Kentucky;Albania;1.04;26.00;United States;Europe;Male;Female
Lisa;04.10.2014 00:14:46;04.10.2014 00:39:46;25;Larissa;Kansas;Albania;1.04;26.00;United States;Europe;Female;Female
Jana;04.10.2014 00:18:02;04.10.2014 01:39:02;81;Diana;Kansas;Falkland Islands;0.45;36.45;United States;South America;Female;Female
Charlotte;04.10.2014 00:20:40;04.10.2014 00:39:40;19;Diana;Alaska;Falkland Islands;0.45;8.55;United States;South America;Female;Female
Noah;04.10.2014 00:20:40;04.10.2014 00:39:40;19;Diana;Nevada;Falkland Islands;0.45;8.55;United States;South America;Male;Female
Jan;04.10.2014 00:20:47;04.10.2014 00:32:47;12;Jasmin;Indiana;Mauritius;1.22;14.64;United States;Africa;Male;Female
Charlotte;04.10.2014 00:21:37;04.10.2014 01:43:37;82;Diana;Alaska;Falkland Islands;0.45;36.90;United States;South America;Female;Female
Noah;04.10.2014 00:21:37;04.10.2014 01:53:37;92;Diana;Nevada;Falkland Islands;0.45;41.40;United States;South America;Male;Female
Jan;04.10.2014 00:22:26;04.10.2014 01:22:26;60;Diana;Indiana;Falkland Islands;0.45;27.00;United States;South America;Male;Female
Jan;04.10.2014 00:23:45;04.10.2014 01:08:45;45;Diana;Indiana;Falkland Islands;0.45;20.25;United States;South America;Male;Female
Lotta;04.10.2014 00:25:28;04.10.2014 01:25:28;60;Iva;Washington;Luxembourg;0.08;4.80;United States;Europe;Female;Female
Anna;04.10.2014 00:26:21;04.10.2014 00:38:21;12;Lasse;Massachusetts;Bahrain;0.64;7.68;United States;Asia;Female;Male
Jan;04.10.2014 00:26:24;04.10.2014 01:53:24;87;Diana;Indiana;Falkland Islands;0.45;39.15;United States;South America;Male;Female
Hannes;04.10.2014 00:33:26;04.10.2014 02:05:26;92;Larissa;Kentucky;Albania;1.04;95.68;United States;Europe;Male;Female
Hannes;04.10.2014 00:33:26;04.10.2014 02:05:26;92;Diana;Kentucky;Falkland Islands;0.45;41.40;United States;South America;Male;Female
Lisa;04.10.2014 00:33:26;04.10.2014 02:05:26;92;Larissa;Kansas;Albania;1.04;95.68;United States;Europe;Female;Female
Lisa;04.10.2014 00:33:26;04.10.2014 02:05:26;92;Diana;Kansas;Falkland Islands;0.45;41.40;United States;South America;Female;Female
Sophie;04.10.2014 00:33:46;04.10.2014 01:33:46;60;Diana;New Mexico;Falkland Islands;0.45;27.00;United States;South America;Female;Female
Hannes;04.10.2014 00:33:58;04.10.2014 01:33:58;60;Diana;Kentucky;Falkland Islands;0.45;27.00;United States;South America;Male;Female
Hannes;04.10.2014 00:33:58;04.10.2014 01:33:58;60;Larissa;Kentucky;Albania;1.04;62.40;United States;Europe;Male;Female
Hannes;04.10.2014 00:33:58;04.10.2014 01:33:58;60;Diana;Kentucky;Falkland Islands;0.45;27.00;United States;South America;Male;Female
Lisa;04.10.2014 00:33:58;04.10.2014 01:33:58;60;Diana;Kansas;Falkland Islands;0.45;27.00;United States;South America;Female;Female
Lisa;04.10.2014 00:33:58;04.10.2014 01:33:58;60;Larissa;Kansas;Albania;1.04;62.40;United States;Europe;Female;Female
Lisa;04.10.2014 00:33:58;04.10.2014 01:33:58;60;Diana;Kansas;Falkland Islands;0.45;27.00;United States;South America;Female;Female
Sophie;04.10.2014 00:34:06;04.10.2014 01:07:06;33;Diana;New Mexico;Falkland Islands;0.45;14.85;United States;South America;Female;Female
Jana;04.10.2014 00:34:31;04.10.2014 00:48:31;14;Diana;Kansas;Falkland Islands;0.45;6.30;United States;South America;Female;Female
Jan;04.10.2014 00:36:15;04.10.2014 00:58:15;22;Melinda;Indiana;Taiwan;0.07;1.54;United States;Asia;Male;Female
Julia;04.10.2014 00:48:18;04.10.2014 02:02:18;74;William;South Dakota;Madagascar;2.12;156.88;United States;Africa;Female;Male
Zoe;04.10.2014 00:50:15;04.10.2014 01:50:15;60;Yagmur;North Dakota;Monaco;0.14;8.40;United States;Europe;Male;Male
Adrian;04.10.2014 00:50:15;04.10.2014 01:50:15;60;Yagmur;Colorado;Monaco;0.14;8.40;United States;Europe;Male;Male
Ida;04.10.2014 00:52:19;04.10.2014 01:16:19;24;Sidney;Maine;Mayotte Island;1.00;24.00;United States;Africa;Female;Male
Ida;04.10.2014 00:52:19;04.10.2014 02:16:19;84;Sidney;Maine;Mayotte Island;1.00;84.00;United States;Africa;Female;Male
Frieda;04.10.2014 00:53:01;04.10.2014 01:43:01;50;Sascha;Vermont;Georgia;0.77;38.50;United States;Europe;Female;Male
Mathilda;04.10.2014 00:53:57;04.10.2014 02:24:57;91;Henriette;Oregon;Zimbabwe;0.48;43.68;United States;Africa;Female;Female
Mathilda;04.10.2014 00:53:57;04.10.2014 01:17:57;24;Henriette;Oregon;Zimbabwe;0.48;11.52;United States;Africa;Female;Female
Mathilda;04.10.2014 00:54:41;04.10.2014 01:29:41;35;Henriette;Oregon;Zimbabwe;0.48;16.80;United States;Africa;Female;Female
Mathilda;04.10.2014 00:54:41;04.10.2014 00:55:41;1;Henriette;Oregon;Zimbabwe;0.48;0.48;United States;Africa;Female;Female
Jana;04.10.2014 00:54:58;04.10.2014 01:43:58;49;Diana;Kansas;Falkland Islands;0.45;22.05;United States;South America;Female;Female
Mathilda;04.10.2014 00:57:27;04.10.2014 01:43:27;46;Diana;Oregon;Falkland Islands;0.45;20.70;United States;South America;Female;Female
Mathilda;04.10.2014 00:57:27;04.10.2014 01:15:27;18;Diana;Oregon;Falkland Islands;0.45;8.10;United States;South America;Female;Female
Mathilda;04.10.2014 00:58:11;04.10.2014 01:14:11;16;Henriette;Oregon;Zimbabwe;0.48;7.68;United States;Africa;Female;Female
Mathilda;04.10.2014 00:58:11;04.10.2014 01:10:11;12;Henriette;Oregon;Zimbabwe;0.48;5.76;United States;Africa;Female;Female
Jan;04.10.2014 00:58:29;04.10.2014 01:11:29;13;Diana;Indiana;Falkland Islands;0.45;5.85;United States;South America;Male;Female
Jana;04.10.2014 00:58:31;04.10.2014 02:33:31;95;Diana;Kansas;Falkland Islands;0.45;42.75;United States;South America;Female;Female
Jan;04.10.2014 01:01:17;04.10.2014 01:26:17;25;Diana;Indiana;Falkland Islands;0.45;11.25;United States;South America;Male;Female
Jan;04.10.2014 01:05:59;04.10.2014 01:28:59;23;Diana;Indiana;Falkland Islands;0.45;10.35;United States;South America;Male;Female
Jan;04.10.2014 01:20:02;04.10.2014 01:21:02;1;Diana;Indiana;Falkland Islands;0.45;0.45;United States;South America;Male;Female
Jan;04.10.2014 01:20:06;04.10.2014 02:15:06;55;Diana;Indiana;Falkland Islands;0.45;24.75;United States;South America;Male;Female
Julia;04.10.2014 01:34:08;04.10.2014 02:46:08;72;Diana;South Dakota;Falkland Islands;0.45;32.40;United States;South America;Female;Female
Leni;04.10.2014 01:36:15;04.10.2014 02:33:15;57;Steven;Missouri;Montenegro;0.31;17.67;United States;Europe;Male;Male
Julia;04.10.2014 01:46:24;04.10.2014 01:49:24;3;Diana;South Dakota;Falkland Islands;0.45;1.35;United States;South America;Female;Female
Hannes;04.10.2014 01:48:41;04.10.2014 02:48:41;60;Diana;Kentucky;Falkland Islands;0.45;27.00;United States;South America;Male;Female
Hannes;04.10.2014 01:48:41;04.10.2014 02:48:41;60;Diana;Kentucky;Falkland Islands;0.45;27.00;United States;South America;Male;Female
Hannes;04.10.2014 01:48:41;04.10.2014 02:48:41;60;Diana;Kentucky;Falkland Islands;0.45;27.00;United States;South America;Male;Female
Hannes;04.10.2014 01:48:41;04.10.2014 02:48:41;60;Bilal;Kentucky;Finland;0.09;5.40;United States;Europe;Male;Male
Hannes;04.10.2014 01:48:41;04.10.2014 02:48:41;60;Ela;Kentucky;Swaziland;0.75;45.00;United States;Africa;Male;Female
Hannes;04.10.2014 01:48:41;04.10.2014 02:48:41;60;Diana;Kentucky;Falkland Islands;0.45;27.00;United States;South America;Male;Female
Lisa;04.10.2014 01:48:41;04.10.2014 02:48:41;60;Diana;Kansas;Falkland Islands;0.45;27.00;United States;South America;Female;Female
Lisa;04.10.2014 01:48:41;04.10.2014 02:48:41;60;Diana;Kansas;Falkland Islands;0.45;27.00;United States;South America;Female;Female
Lisa;04.10.2014 01:48:41;04.10.2014 02:48:41;60;Diana;Kansas;Falkland Islands;0.45;27.00;United States;South America;Female;Female
Lisa;04.10.2014 01:48:41;04.10.2014 02:48:41;60;Bilal;Kansas;Finland;0.09;5.40;United States;Europe;Female;Male
Lisa;04.10.2014 01:48:41;04.10.2014 02:48:41;60;Ela;Kansas;Swaziland;0.75;45.00;United States;Africa;Female;Female
Lisa;04.10.2014 01:48:41;04.10.2014 02:48:41;60;Diana;Kansas;Falkland Islands;0.45;27.00;United States;South America;Female;Female
Hannes;04.10.2014 01:49:08;04.10.2014 02:22:08;33;Bilal;Kentucky;Finland;0.09;2.97;United States;Europe;Male;Male
Lisa;04.10.2014 01:49:08;04.10.2014 02:22:08;33;Bilal;Kansas;Finland;0.09;2.97;United States;Europe;Female;Male
Frieda;04.10.2014 01:50:11;04.10.2014 03:01:11;71;Tjark;Vermont;Malta;0.71;50.41;United States;Europe;Female;Male
Zoe;04.10.2014 01:51:27;04.10.2014 03:06:27;75;Diane;North Dakota;Saudi Arabia;0.47;35.25;United States;Asia;Male;Female
Adrian;04.10.2014 01:51:27;04.10.2014 03:06:27;75;Diane;Colorado;Saudi Arabia;0.47;35.25;United States;Asia;Male;Female
Zoe;04.10.2014 01:51:27;04.10.2014 03:06:27;75;Diane;North Dakota;Saudi Arabia;0.47;35.25;United States;Asia;Male;Female
Zoe;04.10.2014 01:51:42;04.10.2014 02:51:42;60;Yagmur;North Dakota;Monaco;0.14;8.40;United States;Europe;Male;Male
Adrian;04.10.2014 01:51:42;04.10.2014 02:51:42;60;Yagmur;Colorado;Monaco;0.14;8.40;United States;Europe;Male;Male
Zoe;04.10.2014 01:55:03;04.10.2014 02:18:03;23;Diane;North Dakota;Saudi Arabia;0.47;10.81;United States;Asia;Male;Female
Adrian;04.10.2014 01:55:03;04.10.2014 02:18:03;23;Diane;Colorado;Saudi Arabia;0.47;10.81;United States;Asia;Male;Female
Zoe;04.10.2014 01:56:13;04.10.2014 02:30:13;34;Diane;North Dakota;Saudi Arabia;0.47;15.98;United States;Asia;Male;Female
Adrian;04.10.2014 01:56:13;04.10.2014 02:30:13;34;Diane;Colorado;Saudi Arabia;0.47;15.98;United States;Asia;Male;Female
Sophie;04.10.2014 01:58:56;04.10.2014 02:57:56;59;Diane;New Mexico;Saudi Arabia;0.47;27.73;United States;Asia;Female;Female
Leni;04.10.2014 02:07:13;04.10.2014 02:52:13;45;Steven;Missouri;Montenegro;0.31;13.95;United States;Europe;Male;Male
Zoe;04.10.2014 02:07:54;04.10.2014 03:40:54;93;Diane;North Dakota;Saudi Arabia;0.47;43.71;United States;Asia;Male;Female
Adrian;04.10.2014 02:07:54;04.10.2014 03:18:54;71;Diane;Colorado;Saudi Arabia;0.47;33.37;United States;Asia;Male;Female
Tim;04.10.2014 02:22:49;04.10.2014 03:40:49;78;Alea;Montana;Ivory Coast;0.68;53.04;United States;Africa;Male;Female
Leni;04.10.2014 02:23:06;04.10.2014 03:14:06;51;Medina;Missouri;Hong Kong;0.09;4.59;United States;Asia;Male;Female
Zoe;04.10.2014 02:30:28;04.10.2014 02:32:28;2;Diane;North Dakota;Saudi Arabia;0.47;0.94;United States;Asia;Male;Female
Adrian;04.10.2014 02:30:28;04.10.2014 02:32:28;2;Diane;Colorado;Saudi Arabia;0.47;0.94;United States;Asia;Male;Female
Zoe;04.10.2014 02:31:22;04.10.2014 03:20:22;49;Diane;North Dakota;Saudi Arabia;0.47;23.03;United States;Asia;Male;Female
Adrian;04.10.2014 02:31:22;04.10.2014 03:34:22;63;Diane;Colorado;Saudi Arabia;0.47;29.61;United States;Asia;Male;Female
Tim;04.10.2014 02:35:37;04.10.2014 03:17:37;42;Alea;Montana;Ivory Coast;0.68;28.56;United States;Africa;Male;Female
Leni;04.10.2014 02:35:55;04.10.2014 03:03:55;28;Medina;Missouri;Hong Kong;0.09;2.52;United States;Asia;Male;Female
Sophie;04.10.2014 02:39:33;04.10.2014 03:59:33;80;Diane;New Mexico;Saudi Arabia;0.47;37.60;United States;Asia;Female;Female
